"rep.names.reference_hn..a...length.colnames.temp..."
"HNSCC5_p11_p12_hnscc5_p11_p12_E09";"Macrophage"
"HNSCC5_p11_p12_hnscc5_p11_p12_E07";"Macrophage"
"HNSCC18_P13_B08_S308_comb";"Macrophage"
"HNSCC5_p3_HNSCC5_P3_C06";"Macrophage"
"HNSCC5_p11_p12_hnscc5_p11_p12_E06";"Macrophage"
"HNSCC_combo1_HNSCC_ComboP1_G10";"Macrophage"
"HNSCC5_p11_p12_hnscc5_p11_p12_B06";"Macrophage"
"HNSCC26_P12_E08_S248_comb";"Macrophage"
"HNSCC6_p8_HNSCC6_P8_G11";"Endothelial"
"HNSCC6_p14_hnscc6_p14_A10";"Endothelial"
"HNSCC16_P2_C07_S31_comb";"Endothelial"
"HNSCC8_1ant_HNSCC8_1ant_B07";"Endothelial"
"HNSCC18_P7_H01_S181_comb";"Endothelial"
"HNSCC6_p8_HNSCC6_P8_G12";"Endothelial"
"HNSCC16_P2_A10_S10_comb";"Endothelial"
"HN28_P3P4_F07_S67_comb";"Endothelial"
"HNSCC6_p15_HNSCC6_P15_LN_C12";"Endothelial"
"HNSCC16_P2_F06_S66_comb";"Endothelial"
"HNSCC6_p8_HNSCC6_P8_A08";"Endothelial"
"HNSCC6_p8_HNSCC6_P8_H02";"Endothelial"
"HNSCC18_P7_B02_S110_comb";"Endothelial"
"HNSCC6_p14_hnscc6_p14_H08";"Endothelial"
"HNSCC5_p15_HNSCC5_P15_D01";"Endothelial"
"HNSCC5_p15_HNSCC5_P15_B01";"Endothelial"
"HNSCC17_P7_E05_S149_comb";"Endothelial"
"HNSCC6_p15_HNSCC6_P15_LN_D03";"Endothelial"
"HNSCC18_P7_B11_S119_comb";"Endothelial"
"HNSCC6_p14_hnscc6_p14_G11";"Endothelial"
"HNSCC13_p19_HNSCC13_P19_C06";"Dendritic"
"HNSCC13_p19_HNSCC13_P19_B02";"Dendritic"
"HNSCC13_p19_HNSCC13_P19_F04";"Dendritic"
"HN26_P13_A02_S98_comb";"Dendritic"
"HNSCC25_P1_pri_F01_S61_comb";"Dendritic"
"HNSCC16_P4_HNSCC16_P4_G11";"Dendritic"
"HNSCC16_P5_HNSCC16_P5_C01";"Dendritic"
"HNSCC13_p19_HNSCC13_P19_A11";"Dendritic"
"HNSCC13_p19_HNSCC13_P19_G05";"Dendritic"
"HNSCC13_p19_HNSCC13_P19_E10";"Dendritic"
"HNSCC13_p19_HNSCC13_P19_D03";"Dendritic"
"HNSCC13_p19_HNSCC13_P19_G11";"Dendritic"
"HNSCC16_P5_HNSCC16_P5_E05";"Dendritic"
"HNSCC13_p1_HNSCC13_P1_B09";"Dendritic"
"HN26_P26_G10_S370_comb";"Dendritic"
"HNSCC13_p19_HNSCC13_P19_E02";"Dendritic"
"HNSCC13_p19_HNSCC13_P19_A10";"Dendritic"
"HNSCC16_P4_HNSCC16_P4_E11";"Dendritic"
"HNSCC13_p19_HNSCC13_P19_B04";"Dendritic"
"HN25_P24_H12_S192_comb";"Dendritic"
"HNSCC22_P5_E02_S242_comb";"Mast"
"HNSCC22_P4_B10_S22_comb";"Mast"
"HNSCC22_P2_pri_D07_S235_comb";"Mast"
"HNSCC22_P4_A06_S6_comb";"Mast"
"HN25_P5_F06_S66_comb";"Mast"
"HNSCC16_P2_H03_S87_comb";"Mast"
"HNSCC18_P1_P9_HNSCC18_P1_P9_A07";"Mast"
"HNSCC24_P25_L_LN_G12_S372_comb";"Mast"
"HNSCC13_p1_HNSCC13_P1_G10";"Mast"
"HNSCC16_P5_HNSCC16_P5_D07";"Mast"
"HN25_P5_B08_S20_comb";"Mast"
"HNSCC5_p3_HNSCC5_P3_F08";"Mast"
"HNSCC24_P3_B08_S20_comb";"Mast"
"HN26_P5_C12_S36_comb";"Mast"
"HNSCC18_P4_A11_S11_comb";"Mast"
"HNSCC18_P13_A05_S293_comb";"Mast"
"HNSCC24_P3_F11_S71_comb";"Mast"
"HNSCC24_P3_B01_S13_comb";"Mast"
"HN25_P23_D03_S231_comb";"Mast"
"HNSCC18_P4_D10_S46_comb";"Mast"
"HNSCC18_P14_HNSCC18_P14_A11";"CD4 T cell"
"HN25_P13P30_C06_S222_comb";"CD4 T cell"
"HN25_P13P30_F01_S253_comb";"CD4 T cell"
"HNSCC16_P9_F09_S261_comb";"CD4 T cell"
"HNSCC18_P13_B06_S306_comb";"CD4 T cell"
"HNSCC_17_P10_G11_S275_comb";"CD4 T cell"
"HNSCC18_P14_HNSCC18_P14_D10";"CD4 T cell"
"HNSCC25_P12_F03_S159_comb";"CD4 T cell"
"HNSCC16_P9_G12_S276_comb";"CD4 T cell"
"HNSCC12_p18_HNSCC12_P18_E11";"CD4 T cell"
"HNSCC16_P12_HNSCC16_P12_G04";"CD4 T cell"
"HNSCC25_P31_F06_S258_comb";"CD4 T cell"
"HNSCC18_P15_A07_S7_comb";"CD4 T cell"
"HN23_P11_G07_S79_comb";"CD4 T cell"
"HNSCC25_P31_F03_S255_comb";"CD4 T cell"
"HNSCC16_P9_F07_S259_comb";"CD4 T cell"
"HNSCC18_P14_HNSCC18_P14_F12";"CD4 T cell"
"HNSCC12_p18_HNSCC12_P18_H01";"CD4 T cell"
"HNSCC25_P12_G04_S172_comb";"CD4 T cell"
"HNSCC12_p20_HNSCC12_P20_E06";"CD4 T cell"
"HNSCC12_p18_HNSCC12_P18_G10";"reg. T cell"
"HNSCC12_p20_HNSCC12_P20_E08";"reg. T cell"
"HNSCC18_P14_HNSCC18_P14_F11";"reg. T cell"
"HNSCC16_P12_HNSCC16_P12_B07";"reg. T cell"
"HNSCC16_P12_HNSCC16_P12_G08";"reg. T cell"
"HNSCC16_P11_HNSCC16_P11_D07";"reg. T cell"
"HNSCC16_P14_HNSCC16_P14_A07";"reg. T cell"
"HNSCC_17_P10_G06_S270_comb";"reg. T cell"
"HN26_P6_B09_S21_comb";"reg. T cell"
"HN25_P13P30_G05_S269_comb";"reg. T cell"
"HNSCC25_P4_D11_S239_comb";"reg. T cell"
"HN23_P11_C09_S33_comb";"reg. T cell"
"HNSCC13_p19_HNSCC13_P19_H09";"reg. T cell"
"HNSCC25_P12_H04_S184_comb";"reg. T cell"
"HNSCC16_P14_HNSCC16_P14_B05";"reg. T cell"
"HN23_P11_H12_S96_comb";"reg. T cell"
"HN23_P11_D10_S46_comb";"reg. T cell"
"HNSCC_17_P9_A07_S7_comb";"reg. T cell"
"HNSCC16_P12_HNSCC16_P12_A07";"reg. T cell"
"HNSCC16_P12_HNSCC16_P12_B08";"reg. T cell"
"HNSCC_17_P9_D11_S47_comb";"CD8 T cell"
"HNSCC_17_P10_F11_S263_comb";"CD8 T cell"
"HNSCC_17_P9_G06_S78_comb";"CD8 T cell"
"HN25_P13P30_E05_S245_comb";"CD8 T cell"
"HN25_P13P30_A05_S197_comb";"CD8 T cell"
"HNSCC_17_P9_F12_S72_comb";"CD8 T cell"
"HN25_P13P30_E07_S247_comb";"CD8 T cell"
"HN23_P11_G10_S82_comb";"CD8 T cell"
"HNSCC17_P8_HNSCC17_P8_C12";"CD8 T cell"
"HNSCC16_P12_HNSCC16_P12_B06";"CD8 T cell"
"HNSCC16_P14_HNSCC16_P14_H03";"CD8 T cell"
"HN25_P13P30_B09_S213_comb";"CD8 T cell"
"HN23_P11_E08_S56_comb";"CD8 T cell"
"HNSCC_17_P10_E04_S244_comb";"CD8 T cell"
"HNSCC18_P16_G09_S273_comb";"CD8 T cell"
"HNSCC16_P11_HNSCC16_P11_G07";"CD8 T cell"
"HNSCC16_P14_HNSCC16_P14_F01";"CD8 T cell"
"HNSCC12_p19_HNSCC12_P19_H03";"CD8 T cell"
"HNSCC_17_P10_E03_S243_comb";"CD8 T cell"
"HNSCC12_p18_HNSCC12_P18_C09";"CD8 T cell"
